"SITE","SITE_CODE","NOTES","continent","country","region","managed","burned","grazed","anthropogenic","habitat","elevation","latitude","longitude","experiment_type","block","plot","trt","first_nutrient_year","species","family","group","cover_1","surveyor_1","date_1","cover_2","surveyor_2","date_2","cover_3","surveyor_3","date_3","cover_4","surveyor_4","date_4"
"Lubbock (Texas Tech Univ)","lubb.us",NA,"North America","US","Central plains (North America)","0","0","0","1","semiarid grassland",984.840735068913,33.60001,-101.89765,"Experimental (Other modification)",1,8,"Control","2019","Salsola tragus","Amaranthaceae","Non-Graminoid",10,"Kelly","26/08/2023",3,"Kelly","27/08/2023",3,"Monika","26/08/2023",1,"Monika","27/08/2023"
"Lubbock (Texas Tech Univ)","lubb.us",NA,"North America","US","Central plains (North America)","0","0","0","1","semiarid grassland",984.840735068913,33.60001,-101.89765,"Experimental (Other modification)",1,8,"Control","2019","Solanum elaeagnifolium","Solanaceae","Non-Graminoid",10,"Kelly","26/08/2023",15,"Kelly","27/08/2023",12,"Monika","26/08/2023",10,"Monika","27/08/2023"
"Lubbock (Texas Tech Univ)","lubb.us",NA,"North America","US","Central plains (North America)","0","0","0","1","semiarid grassland",984.840735068913,33.60001,-101.89765,"Experimental (Other modification)",1,8,"Control","2019","Teucrium laciniatum","Lamiaceae","Non-Graminoid",1,"Kelly","26/08/2023",1,"Kelly","27/08/2023",1,"Monika","26/08/2023",1,"Monika","27/08/2023"
"Lubbock (Texas Tech Univ)","lubb.us",NA,"North America","US","Central plains (North America)","0","0","0","1","semiarid grassland",984.840735068913,33.60001,-101.89765,"Experimental (Other modification)",2,27,"NPK","2019","Bouteloua gracilis","Poaceae","Graminoid",2,"Kelly","27/08/2023",1,"Kelly","27/08/2023",1,"Monika","27/08/2023",4,"Monika","27/08/2023"
"Lubbock (Texas Tech Univ)","lubb.us",NA,"North America","US","Central plains (North America)","0","0","0","1","semiarid grassland",984.840735068913,33.60001,-101.89765,"Experimental (Other modification)",2,27,"NPK","2019","Chenopodium incanum","Amaranthaceae","Non-Graminoid",40,"Kelly","27/08/2023",40,"Kelly","27/08/2023",40,"Monika","27/08/2023",48,"Monika","27/08/2023"
"Lubbock (Texas Tech Univ)","lubb.us",NA,"North America","US","Central plains (North America)","0","0","0","1","semiarid grassland",984.840735068913,33.60001,-101.89765,"Experimental (Other modification)",2,27,"NPK","2019","Salsola tragus","Amaranthaceae","Non-Graminoid",0,NA,NA,1,"Kelly","27/08/2023",0,NA,NA,1,"Monika","27/08/2023"
"Lubbock (Texas Tech Univ)","lubb.us",NA,"North America","US","Central plains (North America)","0","0","0","1","semiarid grassland",984.840735068913,33.60001,-101.89765,"Experimental (Other modification)",2,27,"NPK","2019","Zinnia grandiflora","Asteraceae","Non-Graminoid",1,"Kelly","27/08/2023",2,"Kelly","27/08/2023",1,"Monika","27/08/2023",1,"Monika","27/08/2023"
"Lubbock (Texas Tech Univ)","lubb.us",NA,"North America","US","Central plains (North America)","0","0","0","1","semiarid grassland",984.840735068913,33.60001,-101.89765,"Experimental (Other modification)",2,28,"Control","2019","Chenopodium incanum","Amaranthaceae","Non-Graminoid",25,"Kelly","26/08/2023",20,"Kelly","27/08/2023",12,"Monika","26/08/2023",18,"Monika","27/08/2023"
"Lubbock (Texas Tech Univ)","lubb.us",NA,"North America","US","Central plains (North America)","0","0","0","1","semiarid grassland",984.840735068913,33.60001,-101.89765,"Experimental (Other modification)",2,28,"Control","2019","Neltuma glandulosa","Fabaceae","Non-Graminoid",15,"Kelly","26/08/2023",15,"Kelly","27/08/2023",8,"Monika","26/08/2023",10,"Monika","27/08/2023"
"Lubbock (Texas Tech Univ)","lubb.us",NA,"North America","US","Central plains (North America)","0","0","0","1","semiarid grassland",984.840735068913,33.60001,-101.89765,"Experimental (Other modification)",2,28,"Control","2019","Salsola tragus","Amaranthaceae","Non-Graminoid",1,"Kelly","26/08/2023",2,"Kelly","27/08/2023",1,"Monika","26/08/2023",1,"Monika","27/08/2023"
"Lubbock (Texas Tech Univ)","lubb.us",NA,"North America","US","Central plains (North America)","0","0","0","1","semiarid grassland",984.840735068913,33.60001,-101.89765,"Experimental (Other modification)",3,29,"NPK","2019","Chenopodium incanum","Amaranthaceae","Non-Graminoid",45,"Kelly","26/08/2023",60,"Kelly","27/08/2023",18,"Monika","26/08/2023",38,"Monika","27/08/2023"
"Lubbock (Texas Tech Univ)","lubb.us",NA,"North America","US","Central plains (North America)","0","0","0","1","semiarid grassland",984.840735068913,33.60001,-101.89765,"Experimental (Other modification)",3,29,"NPK","2019","Salsola tragus","Amaranthaceae","Non-Graminoid",4,"Kelly","26/08/2023",5,"Kelly","27/08/2023",7,"Monika","26/08/2023",5,"Monika","27/08/2023"
"Lubbock (Texas Tech Univ)","lubb.us",NA,"North America","US","Central plains (North America)","0","0","0","1","semiarid grassland",984.840735068913,33.60001,-101.89765,"Experimental (Other modification)",3,37,"Control","2019","Bouteloua gracilis","Poaceae","Graminoid",50,"Kelly","26/08/2023",60,"Kelly","27/08/2023",65,"Monika","26/08/2023",45,"Monika","27/08/2023"
"Lubbock (Texas Tech Univ)","lubb.us",NA,"North America","US","Central plains (North America)","0","0","0","1","semiarid grassland",984.840735068913,33.60001,-101.89765,"Experimental (Other modification)",3,37,"Control","2019","Chenopodium incanum","Amaranthaceae","Non-Graminoid",12,"Kelly","26/08/2023",10,"Kelly","27/08/2023",8,"Monika","26/08/2023",5,"Monika","27/08/2023"
"Lubbock (Texas Tech Univ)","lubb.us",NA,"North America","US","Central plains (North America)","0","0","0","1","semiarid grassland",984.840735068913,33.60001,-101.89765,"Experimental (Other modification)",3,37,"Control","2019","Salsola tragus","Amaranthaceae","Non-Graminoid",10,"Kelly","26/08/2023",10,"Kelly","27/08/2023",5,"Monika","26/08/2023",8,"Monika","27/08/2023"
"Lubbock (Texas Tech Univ)","lubb.us",NA,"North America","US","Central plains (North America)","0","0","0","1","semiarid grassland",984.840735068913,33.60001,-101.89765,"Experimental (Other modification)",3,37,"Control","2019","Solanum elaeagnifolium","Solanaceae","Non-Graminoid",8,"Kelly","26/08/2023",7,"Kelly","27/08/2023",10,"Monika","26/08/2023",10,"Monika","27/08/2023"
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",1,6,"NPK","2020","Acalypha virginica","Euphorbiaceae","Non-Graminoid",3,"Martinson","12/09/2023",3,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",1,6,"NPK","2020","Ambrosia artemisiifolia","Asteraceae","Non-Graminoid",5,"Martinson","12/09/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",1,6,"NPK","2020","Arthraxon hispidus","Poaceae","Graminoid",7,"Martinson","12/09/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",1,6,"NPK","2020","Avena fatua","Poaceae","Graminoid",14,"Martinson","12/09/2023",12,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",1,6,"NPK","2020","Cenchrus americanus","Poaceae","Graminoid",4,"Martinson","12/09/2023",3,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",1,6,"NPK","2020","Euthamia graminifolia","Asteraceae","Non-Graminoid",17,"Martinson","12/09/2023",10,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",1,6,"NPK","2020","Microstegium vimineum","Poaceae","Graminoid",9,"Martinson","12/09/2023",9,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",1,6,"NPK","2020","Parthenocissus quinquefolia","Vitaceae","Non-Graminoid",0,NA,NA,2,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",1,6,"NPK","2020","Physalis longifolia","Solanaceae","Non-Graminoid",0,NA,NA,5,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",1,6,"NPK","2020","Rosa multiflora","Rosaceae","Non-Graminoid",5,"Martinson","12/09/2023",2,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",1,6,"NPK","2020","Rubus allegheniensis","Rosaceae","Non-Graminoid",28,"Martinson","12/09/2023",19,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",1,6,"NPK","2020","Rubus phoenicolasius","Rosaceae","Non-Graminoid",24,"Martinson","12/09/2023",18,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",1,6,"NPK","2020","Solidago altissima","Asteraceae","Non-Graminoid",25,"Martinson","12/09/2023",45,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",1,6,"NPK","2020","Taraxacum sect. Taraxacum","Asteraceae","Non-Graminoid",3,"Martinson","12/09/2023",3,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",1,9,"Control","2020","Avena fatua","Poaceae","Graminoid",35,"Martinson","12/09/2023",60,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",1,9,"Control","2020","Coronilla varia","Fabaceae","Non-Graminoid",20,"Martinson","12/09/2023",32,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",1,9,"Control","2020","Daucus carota","Apiaceae","Non-Graminoid",2,"Martinson","12/09/2023",2,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",1,9,"Control","2020","Euthamia graminifolia","Asteraceae","Non-Graminoid",17,"Martinson","12/09/2023",16,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",1,9,"Control","2020","Linaria vulgaris","Plantaginaceae","Non-Graminoid",4,"Martinson","12/09/2023",6,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",1,9,"Control","2020","Microstegium vimineum","Poaceae","Graminoid",7,"Martinson","12/09/2023",13,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",1,9,"Control","2020","Rubus allegheniensis","Rosaceae","Non-Graminoid",0,NA,NA,14,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",1,9,"Control","2020","Rubus phoenicolasius","Rosaceae","Non-Graminoid",8,"Martinson","12/09/2023",6,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",1,9,"Control","2020","Solidago altissima","Asteraceae","Non-Graminoid",45,"Martinson","12/09/2023",50,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",1,9,"Control","2020","Taraxacum sect. Taraxacum","Asteraceae","Non-Graminoid",0,NA,NA,9,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",1,9,"Control","2020","Trifolium repens","Fabaceae","Non-Graminoid",0,NA,NA,2,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",1,9,"Control","2020","Vitis","Vitaceae","Non-Graminoid",0,NA,NA,7,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,16,"Control","2020","Ambrosia artemisiifolia","Asteraceae","Non-Graminoid",6,"Martinson","12/09/2023",13,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,16,"Control","2020","Andropogon virginicus","Poaceae","Graminoid",3,"Martinson","12/09/2023",11,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,16,"Control","2020","Arthraxon hispidus","Poaceae","Graminoid",7,"Martinson","12/09/2023",26,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,16,"Control","2020","Avena fatua","Poaceae","Graminoid",9,"Martinson","12/09/2023",8,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,16,"Control","2020","Celastrus orbiculatus","Celastraceae","Non-Graminoid",7,"Martinson","12/09/2023",11,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,16,"Control","2020","Cenchrus americanus","Poaceae","Graminoid",0,NA,NA,7,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,16,"Control","2020","Cirsium arvense","Asteraceae","Non-Graminoid",3,"Martinson","12/09/2023",6,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,16,"Control","2020","Daucus carota","Apiaceae","Non-Graminoid",5,"Martinson","12/09/2023",5,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,16,"Control","2020","Erigeron annuus","Asteraceae","Non-Graminoid",13,"Martinson","12/09/2023",8,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,16,"Control","2020","Euthamia graminifolia","Asteraceae","Non-Graminoid",9,"Martinson","12/09/2023",4,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,16,"Control","2020","Linaria vulgaris","Plantaginaceae","Non-Graminoid",3,"Martinson","12/09/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,16,"Control","2020","Oxalis stricta","Oxalidaceae","Non-Graminoid",0,NA,NA,2,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,16,"Control","2020","Prunus serotina","Rosaceae","Non-Graminoid",1,"Martinson","12/09/2023",3,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,16,"Control","2020","Setaria viridis","Poaceae","Graminoid",5,"Martinson","12/09/2023",5,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,16,"Control","2020","Silene vulgaris","Caryophyllaceae","Non-Graminoid",7,"Martinson","12/09/2023",12,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,16,"Control","2020","Solidago altissima","Asteraceae","Non-Graminoid",0,NA,NA,3,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,16,"Control","2020","Symphyotrichum pilosum","Asteraceae","Non-Graminoid",50,"Martinson","12/09/2023",28,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,16,"Control","2020","Trifolium repens","Fabaceae","Non-Graminoid",5,"Martinson","12/09/2023",6,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,17,"NPK","2020","Avena fatua","Poaceae","Graminoid",24,"Martinson","12/09/2023",27,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,17,"NPK","2020","Celastrus orbiculatus","Celastraceae","Non-Graminoid",5,"Martinson","12/09/2023",5,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,17,"NPK","2020","Cirsium arvense","Asteraceae","Non-Graminoid",6,"Martinson","12/09/2023",7,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,17,"NPK","2020","Daucus carota","Apiaceae","Non-Graminoid",2,"Martinson","12/09/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,17,"NPK","2020","Erigeron canadensis","Asteraceae","Non-Graminoid",5,"Martinson","12/09/2023",9,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,17,"NPK","2020","Euthamia graminifolia","Asteraceae","Non-Graminoid",23,"Martinson","12/09/2023",20,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,17,"NPK","2020","Lactuca serriola","Asteraceae","Non-Graminoid",21,"Martinson","12/09/2023",16,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,17,"NPK","2020","Linaria vulgaris","Plantaginaceae","Non-Graminoid",6,"Martinson","12/09/2023",3,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,17,"NPK","2020","Microstegium vimineum","Poaceae","Graminoid",4,"Martinson","12/09/2023",8,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,17,"NPK","2020","Oxalis stricta","Oxalidaceae","Non-Graminoid",6,"Martinson","12/09/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,17,"NPK","2020","Rubus allegheniensis","Rosaceae","Non-Graminoid",4,"Martinson","12/09/2023",20,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,17,"NPK","2020","Setaria faberi","Poaceae","Graminoid",8,"Martinson","12/09/2023",6,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,17,"NPK","2020","Solidago altissima","Asteraceae","Non-Graminoid",19,"Martinson","12/09/2023",16,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,17,"NPK","2020","Symphyotrichum pilosum","Asteraceae","Non-Graminoid",21,"Martinson","12/09/2023",9,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,17,"NPK","2020","Taraxacum sect. Taraxacum","Asteraceae","Non-Graminoid",0,NA,NA,8,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,17,"NPK","2020","Trifolium repens","Fabaceae","Non-Graminoid",0,NA,NA,2,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",2,17,"NPK","2020","Verbascum blattaria","Scrophulariaceae","Non-Graminoid",8,"Martinson","12/09/2023",14,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",3,28,"Control","2020","Arthraxon hispidus","Poaceae","Graminoid",5,"Martinson","11/09/2023",5,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",3,28,"Control","2020","Asteraceae","Asteraceae","Non-Graminoid",0,NA,NA,4,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",3,28,"Control","2020","Avena fatua","Poaceae","Graminoid",30,"Martinson","11/09/2023",35,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",3,28,"Control","2020","Cynodon dactylon","Poaceae","Graminoid",3,"Martinson","11/09/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",3,28,"Control","2020","Daucus carota","Apiaceae","Non-Graminoid",14,"Martinson","11/09/2023",14,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",3,28,"Control","2020","Euthamia graminifolia","Asteraceae","Non-Graminoid",36,"Martinson","11/09/2023",28,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",3,28,"Control","2020","Linaria vulgaris","Plantaginaceae","Non-Graminoid",22,"Martinson","11/09/2023",18,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
"McDaniel College","mcdan.us",NA,"North America","US","Atlantic Coast (North America)","1","0","1","1","old field",230,39.528033,-77.04138,"Experimental (Other modification)",3,28,"Control","2020","Oxalis stricta","Oxalidaceae","Non-Graminoid",0,NA,NA,7,"Martinson","19/09/2023",NA,NA,NA,NA,NA,NA
