"SITE","SITE_CODE","NOTES","continent","country","region","managed","burned","grazed","anthropogenic","habitat","elevation","latitude","longitude","experiment_type","block","plot","trt","first_nutrient_year","species","cover_1","surveyor_1","date_1","cover_2","surveyor_2","date_2","cover_3","surveyor_3","date_3","cover_4","surveyor_4","date_4"
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,22,"NPK+Fence","2009","bromus diandrus",0,NA,NA,20,"GW","20/09/2023",NA,NA,NA,NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,22,"NPK+Fence","2009","bromus rubens",25,"Primary","19/09/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,22,"NPK+Fence","2009","ehrharta longiflora",25,"Primary","19/09/2023",30,"GW","20/09/2023",NA,NA,NA,NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,22,"NPK+Fence","2009","hypochaeris glabra",0.5,"Primary","19/09/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,22,"NPK+Fence","2009","litter",80,"Primary","19/09/2023",99,"GW","20/09/2023",NA,NA,NA,NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,24,"Fence","2009","arctotheca calendula",0.5,"Primary","19/09/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,24,"Fence","2009","austrostipa sp.",5,"Primary","19/09/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,24,"Fence","2009","avena barbata",2,"Primary","19/09/2023",2,"GW","20/09/2023",NA,NA,NA,NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,24,"Fence","2009","bare ground",2,"Primary","19/09/2023",47,"GW","20/09/2023",NA,NA,NA,NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,24,"Fence","2009","borya sphaerocephala",0,NA,NA,3,"GW","20/09/2023",NA,NA,NA,NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,24,"Fence","2009","brachyscome iberidifolia",0,NA,NA,5,"GW","20/09/2023",NA,NA,NA,NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,24,"Fence","2009","crassula colorata",0,NA,NA,0.5,"GW","20/09/2023",NA,NA,NA,NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,24,"Fence","2009","erodium botrys",0.5,"Primary","19/09/2023",1,"GW","20/09/2023",NA,NA,NA,NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,24,"Fence","2009","erodium cygnorum",0.5,"Primary","19/09/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,24,"Fence","2009","goodenia cycnopotamica",0.5,"Primary","19/09/2023",2,"GW","20/09/2023",NA,NA,NA,NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,24,"Fence","2009","hypochaeris glabra",10,"Primary","19/09/2023",5,"GW","20/09/2023",NA,NA,NA,NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,24,"Fence","2009","levenhookia dubia",0.5,"Primary","19/09/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,24,"Fence","2009","litter",30,"Primary","19/09/2023",13,"GW","20/09/2023",NA,NA,NA,NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,24,"Fence","2009","monachather paradoxus",0,NA,NA,29,"GW","20/09/2023",NA,NA,NA,NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,24,"Fence","2009","pentameris airoides",2,"Primary","19/09/2023",3,"GW","20/09/2023",NA,NA,NA,NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,24,"Fence","2009","podolepis lessonii",0,NA,NA,0.5,"GW","20/09/2023",NA,NA,NA,NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,24,"Fence","2009","quinetia urvillei",0,NA,NA,5,"GW","20/09/2023",NA,NA,NA,NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,24,"Fence","2009","ursinia anthemoides",0.5,"Primary","19/09/2023",2,"GW","20/09/2023",NA,NA,NA,NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,24,"Fence","2009","vulpia myuros",50,"Primary","19/09/2023",10,"GW","20/09/2023",NA,NA,NA,NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,24,"Fence","2009","waitzia acuminata",20,"Primary","19/09/2023",40,"GW","20/09/2023",NA,NA,NA,NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,27,"Control","2009","actinobole uliginosum",0.5,"Primary","19/09/2023",0.5,"SMP","20/09/2023",0.5,"GW","20/09/2023",NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,27,"Control","2009","arctotheca calendula",5,"Primary","19/09/2023",3,"SMP","20/09/2023",13,"GW","20/09/2023",NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,27,"Control","2009","aristida contorta",0.5,"Primary","19/09/2023",0,NA,NA,0,NA,NA,NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,27,"Control","2009","austrostipa sp.",0,NA,NA,1,"SMP","20/09/2023",1,"GW","20/09/2023",NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,27,"Control","2009","avena barbata",5,"Primary","19/09/2023",2,"SMP","20/09/2023",25,"GW","20/09/2023",NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,27,"Control","2009","bare ground",20,"Primary","19/09/2023",15,"SMP","20/09/2023",10,"GW","20/09/2023",NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,27,"Control","2009","bromus rubens",0.5,"Primary","19/09/2023",0,NA,NA,0,NA,NA,NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,27,"Control","2009","cryptogam",0,NA,NA,0,NA,NA,7,"GW","20/09/2023",NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,27,"Control","2009","erodium botrys",0,NA,NA,0.5,"SMP","20/09/2023",0,NA,NA,NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,27,"Control","2009","erodium cygnorum",1,"Primary","19/09/2023",5,"SMP","20/09/2023",2,"GW","20/09/2023",NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,27,"Control","2009","hypochaeris glabra",10,"Primary","19/09/2023",30,"SMP","20/09/2023",17,"GW","20/09/2023",NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,27,"Control","2009","litter",20,"Primary","19/09/2023",40,"SMP","20/09/2023",10,"GW","20/09/2023",NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,27,"Control","2009","monachather paradoxus",20,"Primary","19/09/2023",0,NA,NA,7,"GW","20/09/2023",NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,27,"Control","2009","neurachne alopecuroidea",0.5,"Primary","19/09/2023",1,"SMP","20/09/2023",1,"GW","20/09/2023",NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,27,"Control","2009","pentameris airoides",15,"Primary","19/09/2023",15,"SMP","20/09/2023",10,"GW","20/09/2023",NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,27,"Control","2009","ptilotus polystachyus",0,NA,NA,0.5,"SMP","20/09/2023",1,"GW","20/09/2023",NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,27,"Control","2009","vulpia myuros",15,"Primary","19/09/2023",5,"SMP","20/09/2023",10,"GW","20/09/2023",NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,27,"Control","2009","waitzia acuminata",3,"Primary","19/09/2023",2,"SMP","20/09/2023",1,"GW","20/09/2023",NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,29,"NPK","2009","arctotheca calendula",0,NA,NA,1,"SMP","20/09/2023",3,"GW","20/09/2023",NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,29,"NPK","2009","avena barbata",98,"Primary","19/09/2023",95,"SMP","20/09/2023",75,"GW","20/09/2023",NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,29,"NPK","2009","bromus rubens",10,"Primary","19/09/2023",3,"SMP","20/09/2023",2,"GW","20/09/2023",NA,NA,NA
"Mt Caroline ","mtca.au",NA,"Australia","AU","Australia","0","0","0","0","savanna",285,-31.782138,117.610853,"Experimental (Full Factorial)",3,29,"NPK","2009","litter",99,"Primary","19/09/2023",90,"SMP","20/09/2023",80,"GW","20/09/2023",NA,NA,NA
"Nillah","nilla.au",NA,"Australia","AU","Australia","1","0","1","1","old field",280.098601913171,-36.896,146.007,"Experimental (Full Factorial)",1,9,"K","2017","vulpia muralis",5,"Ezra","13/12/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nillah","nilla.au",NA,"Australia","AU","Australia","1","0","1","1","old field",280.098601913171,-36.896,146.007,"Experimental (Full Factorial)",1,10,"Control","2017","aira elegantissima",0.01,"Ezra","13/12/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Nillah","nilla.au",NA,"Australia","AU","Australia","1","0","1","1","old field",280.098601913171,-36.896,146.007,"Experimental (Full Factorial)",1,10,"Control","2017","anthoxanthum odoratum",90,"Ezra","13/12/2023",90,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillah","nilla.au",NA,"Australia","AU","Australia","1","0","1","1","old field",280.098601913171,-36.896,146.007,"Experimental (Full Factorial)",1,10,"Control","2017","bare ground",1,"Ezra","13/12/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Nillah","nilla.au",NA,"Australia","AU","Australia","1","0","1","1","old field",280.098601913171,-36.896,146.007,"Experimental (Full Factorial)",1,10,"Control","2017","cryptogam",2,"Ezra","13/12/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Nillah","nilla.au",NA,"Australia","AU","Australia","1","0","1","1","old field",280.098601913171,-36.896,146.007,"Experimental (Full Factorial)",1,10,"Control","2017","drosera hookeri",0,NA,NA,0.03,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillah","nilla.au",NA,"Australia","AU","Australia","1","0","1","1","old field",280.098601913171,-36.896,146.007,"Experimental (Full Factorial)",1,10,"Control","2017","hypochaeris radicata",8,"Ezra","13/12/2023",8,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillah","nilla.au",NA,"Australia","AU","Australia","1","0","1","1","old field",280.098601913171,-36.896,146.007,"Experimental (Full Factorial)",1,10,"Control","2017","litter",5,"Ezra","13/12/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Nillah","nilla.au",NA,"Australia","AU","Australia","1","0","1","1","old field",280.098601913171,-36.896,146.007,"Experimental (Full Factorial)",1,10,"Control","2017","romulea rosea",0.5,"Ezra","13/12/2023",2,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillah","nilla.au",NA,"Australia","AU","Australia","1","0","1","1","old field",280.098601913171,-36.896,146.007,"Experimental (Full Factorial)",1,10,"Control","2017","rytidosperma racemosum",1,"Ezra","13/12/2023",1,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillah","nilla.au",NA,"Australia","AU","Australia","1","0","1","1","old field",280.098601913171,-36.896,146.007,"Experimental (Full Factorial)",1,10,"Control","2017","vulpia muralis",1,"Ezra","13/12/2023",1,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillah","nilla.au",NA,"Australia","AU","Australia","1","0","1","1","old field",280.098601913171,-36.896,146.007,"Experimental (Full Factorial)",2,16,"Control","2017","agrostis capillaris",0.5,"Ezra","14/12/2023",5,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillah","nilla.au",NA,"Australia","AU","Australia","1","0","1","1","old field",280.098601913171,-36.896,146.007,"Experimental (Full Factorial)",2,16,"Control","2017","anthoxanthum odoratum",75,"Ezra","14/12/2023",65,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillah","nilla.au",NA,"Australia","AU","Australia","1","0","1","1","old field",280.098601913171,-36.896,146.007,"Experimental (Full Factorial)",2,16,"Control","2017","bare ground",2,"Ezra","14/12/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Nillah","nilla.au",NA,"Australia","AU","Australia","1","0","1","1","old field",280.098601913171,-36.896,146.007,"Experimental (Full Factorial)",2,16,"Control","2017","hypochaeris radicata",6,"Ezra","14/12/2023",7,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillah","nilla.au",NA,"Australia","AU","Australia","1","0","1","1","old field",280.098601913171,-36.896,146.007,"Experimental (Full Factorial)",2,16,"Control","2017","litter",5,"Ezra","14/12/2023",4,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillah","nilla.au",NA,"Australia","AU","Australia","1","0","1","1","old field",280.098601913171,-36.896,146.007,"Experimental (Full Factorial)",2,16,"Control","2017","microlaena stipoides",5,"Ezra","14/12/2023",4,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillah","nilla.au",NA,"Australia","AU","Australia","1","0","1","1","old field",280.098601913171,-36.896,146.007,"Experimental (Full Factorial)",2,16,"Control","2017","romulea rosea",0.5,"Ezra","14/12/2023",0.5,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillah","nilla.au",NA,"Australia","AU","Australia","1","0","1","1","old field",280.098601913171,-36.896,146.007,"Experimental (Full Factorial)",2,16,"Control","2017","themeda triandra",1,"Ezra","14/12/2023",1,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillah","nilla.au",NA,"Australia","AU","Australia","1","0","1","1","old field",280.098601913171,-36.896,146.007,"Experimental (Full Factorial)",2,16,"Control","2017","trifolium glomeratum",4,"Ezra","14/12/2023",5,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillah","nilla.au",NA,"Australia","AU","Australia","1","0","1","1","old field",280.098601913171,-36.896,146.007,"Experimental (Full Factorial)",2,16,"Control","2017","vulpia muralis",8,"Ezra","14/12/2023",17,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillah","nilla.au",NA,"Australia","AU","Australia","1","0","1","1","old field",280.098601913171,-36.896,146.007,"Experimental (Full Factorial)",3,24,"Control","2017","acetosella vulgaris",0.5,"Ezra","14/12/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Nillah","nilla.au",NA,"Australia","AU","Australia","1","0","1","1","old field",280.098601913171,-36.896,146.007,"Experimental (Full Factorial)",3,24,"Control","2017","anthoxanthum odoratum",89,"Ezra","14/12/2023",85,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillah","nilla.au",NA,"Australia","AU","Australia","1","0","1","1","old field",280.098601913171,-36.896,146.007,"Experimental (Full Factorial)",3,24,"Control","2017","holcus lanatus",0,NA,NA,1,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillah","nilla.au",NA,"Australia","AU","Australia","1","0","1","1","old field",280.098601913171,-36.896,146.007,"Experimental (Full Factorial)",3,24,"Control","2017","hypochaeris radicata",11,"Ezra","14/12/2023",13,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillah","nilla.au",NA,"Australia","AU","Australia","1","0","1","1","old field",280.098601913171,-36.896,146.007,"Experimental (Full Factorial)",3,24,"Control","2017","litter",7,"Ezra","14/12/2023",5,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillah","nilla.au",NA,"Australia","AU","Australia","1","0","1","1","old field",280.098601913171,-36.896,146.007,"Experimental (Full Factorial)",3,24,"Control","2017","romulea rosea",1,"Ezra","14/12/2023",2,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillah","nilla.au",NA,"Australia","AU","Australia","1","0","1","1","old field",280.098601913171,-36.896,146.007,"Experimental (Full Factorial)",3,24,"Control","2017","vulpia muralis",0,NA,NA,3,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillahcootie","nillah.au.dragnet",NA,"Australia","AU","Australia","unknown","unknown","unknown","unknown","unknown",280.0986,-36896,146007,"Experimental (Nutrients Only)",1,3,"Control","2022","agrostis capillaris",1,"Ezra","12/12/2023",1,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillahcootie","nillah.au.dragnet",NA,"Australia","AU","Australia","unknown","unknown","unknown","unknown","unknown",280.0986,-36896,146007,"Experimental (Nutrients Only)",1,3,"Control","2022","anthoxanthum odoratum",97,"Ezra","12/12/2023",94,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillahcootie","nillah.au.dragnet",NA,"Australia","AU","Australia","unknown","unknown","unknown","unknown","unknown",280.0986,-36896,146007,"Experimental (Nutrients Only)",1,3,"Control","2022","bare ground",1,"Ezra","12/12/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Nillahcootie","nillah.au.dragnet",NA,"Australia","AU","Australia","unknown","unknown","unknown","unknown","unknown",280.0986,-36896,146007,"Experimental (Nutrients Only)",1,3,"Control","2022","holcus lanatus",1,"Ezra","12/12/2023",1,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillahcootie","nillah.au.dragnet",NA,"Australia","AU","Australia","unknown","unknown","unknown","unknown","unknown",280.0986,-36896,146007,"Experimental (Nutrients Only)",1,3,"Control","2022","hypochaeris radicata",1,"Ezra","12/12/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Nillahcootie","nillah.au.dragnet",NA,"Australia","AU","Australia","unknown","unknown","unknown","unknown","unknown",280.0986,-36896,146007,"Experimental (Nutrients Only)",1,3,"Control","2022","laphangium luteoalbum",0.5,"Ezra","12/12/2023",0.2,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillahcootie","nillah.au.dragnet",NA,"Australia","AU","Australia","unknown","unknown","unknown","unknown","unknown",280.0986,-36896,146007,"Experimental (Nutrients Only)",1,3,"Control","2022","litter",3,"Ezra","12/12/2023",3,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillahcootie","nillah.au.dragnet",NA,"Australia","AU","Australia","unknown","unknown","unknown","unknown","unknown",280.0986,-36896,146007,"Experimental (Nutrients Only)",1,3,"Control","2022","microstis unifolia",0,NA,NA,0.1,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillahcootie","nillah.au.dragnet",NA,"Australia","AU","Australia","unknown","unknown","unknown","unknown","unknown",280.0986,-36896,146007,"Experimental (Nutrients Only)",1,3,"Control","2022","microtis unifolia",0.1,"Ezra","12/12/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Nillahcootie","nillah.au.dragnet",NA,"Australia","AU","Australia","unknown","unknown","unknown","unknown","unknown",280.0986,-36896,146007,"Experimental (Nutrients Only)",1,3,"Control","2022","romulea rosea",0.5,"Ezra","12/12/2023",1,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillahcootie","nillah.au.dragnet",NA,"Australia","AU","Australia","unknown","unknown","unknown","unknown","unknown",280.0986,-36896,146007,"Experimental (Nutrients Only)",1,3,"Control","2022","vulpia muralis",1,"Ezra","12/12/2023",4,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillahcootie","nillah.au.dragnet",NA,"Australia","AU","Australia","unknown","unknown","unknown","unknown","unknown",280.0986,-36896,146007,"Experimental (Nutrients Only)",2,6,"Control","2022","anthoxanthum odoratum",89,"Ezra","12/12/2023",88,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillahcootie","nillah.au.dragnet",NA,"Australia","AU","Australia","unknown","unknown","unknown","unknown","unknown",280.0986,-36896,146007,"Experimental (Nutrients Only)",2,6,"Control","2022","bare ground",0.5,"Ezra","12/12/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Nillahcootie","nillah.au.dragnet",NA,"Australia","AU","Australia","unknown","unknown","unknown","unknown","unknown",280.0986,-36896,146007,"Experimental (Nutrients Only)",2,6,"Control","2022","drosera hookeri",0.01,"Ezra","12/12/2023",0.01,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillahcootie","nillah.au.dragnet",NA,"Australia","AU","Australia","unknown","unknown","unknown","unknown","unknown",280.0986,-36896,146007,"Experimental (Nutrients Only)",2,6,"Control","2022","hypochaeris radicata",1,"Ezra","12/12/2023",1,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillahcootie","nillah.au.dragnet",NA,"Australia","AU","Australia","unknown","unknown","unknown","unknown","unknown",280.0986,-36896,146007,"Experimental (Nutrients Only)",2,6,"Control","2022","laphangium luteoalbum",0.5,"Ezra","12/12/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Nillahcootie","nillah.au.dragnet",NA,"Australia","AU","Australia","unknown","unknown","unknown","unknown","unknown",280.0986,-36896,146007,"Experimental (Nutrients Only)",2,6,"Control","2022","litter",2,"Ezra","12/12/2023",6,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillahcootie","nillah.au.dragnet",NA,"Australia","AU","Australia","unknown","unknown","unknown","unknown","unknown",280.0986,-36896,146007,"Experimental (Nutrients Only)",2,6,"Control","2022","romulea rosea",1,"Ezra","12/12/2023",1,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillahcootie","nillah.au.dragnet",NA,"Australia","AU","Australia","unknown","unknown","unknown","unknown","unknown",280.0986,-36896,146007,"Experimental (Nutrients Only)",2,6,"Control","2022","themeda triandra",1,"Ezra","12/12/2023",1,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillahcootie","nillah.au.dragnet",NA,"Australia","AU","Australia","unknown","unknown","unknown","unknown","unknown",280.0986,-36896,146007,"Experimental (Nutrients Only)",2,6,"Control","2022","trifolium glomeratum",10,"Ezra","12/12/2023",12,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillahcootie","nillah.au.dragnet",NA,"Australia","AU","Australia","unknown","unknown","unknown","unknown","unknown",280.0986,-36896,146007,"Experimental (Nutrients Only)",2,6,"Control","2022","vulpia muralis",1,"Ezra","12/12/2023",5,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillahcootie","nillah.au.dragnet",NA,"Australia","AU","Australia","unknown","unknown","unknown","unknown","unknown",280.0986,-36896,146007,"Experimental (Nutrients Only)",3,15,"Control","2022","agrostis capillaris",4,"Ezra","13/12/2023",5,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillahcootie","nillah.au.dragnet",NA,"Australia","AU","Australia","unknown","unknown","unknown","unknown","unknown",280.0986,-36896,146007,"Experimental (Nutrients Only)",3,15,"Control","2022","anthoxanthum odoratum",15,"Ezra","13/12/2023",22,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillahcootie","nillah.au.dragnet",NA,"Australia","AU","Australia","unknown","unknown","unknown","unknown","unknown",280.0986,-36896,146007,"Experimental (Nutrients Only)",3,15,"Control","2022","cryptogam",0,NA,NA,0.01,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
"Nillahcootie","nillah.au.dragnet",NA,"Australia","AU","Australia","unknown","unknown","unknown","unknown","unknown",280.0986,-36896,146007,"Experimental (Nutrients Only)",3,15,"Control","2022","litter",5,"Ezra","13/12/2023",5,"Ezra","15/12/2023",NA,NA,NA,NA,NA,NA
